service,month,isrc,product,song_name,artist,album,label,file_name,country,total,royality,userid
Apple,Apr/23,INK782200025,,Splendor (feat. Sahil Frain Ala),Senu Bhiwani Ala,,Dhakad Records,Apple,IN,10,0.9729448896,17
Apple,Apr/23,INK782200477,,Bhand (feat. Ron Likhari),Miki Malang,,Dhakad Records,Apple,IN,10,0.9729448896,17
Apple,Apr/23,INK782200477,,Bhand (feat. Ron Likhari),Miki Malang,,Dhakad Records,Apple,IN,2,0.1716961572,17
Apple,Apr/23,INK782200732,,Pehla Tanki Kari Full,Senu Bhiwani Ala  Sahil Frain Ala,,Dhakad Records,Apple,IN,1,0.0572320524,17
Apple,Apr/23,INK782201337,,Cctv,Senu Bhiwani Ala  Sahil Frain Ala,,Dhakad Records,Apple,IN,1,0.0572320524,17
Apple,Apr/23,INK782200025,,Splendor (feat. Sahil Frain Ala),Senu Bhiwani Ala,,Dhakad Records,Apple,IN,8,0.7475786868,17
Apple,Apr/23,INK782200025,,Splendor (feat. Sahil Frain Ala),Senu Bhiwani Ala,,Dhakad Records,Apple,IN,77,7.418280816,17
Apple,Apr/23,INK782200041,,Gundagardi,Hitesh Kagra,,Dhakad Records,Apple,IN,1,0.0575060526,17
Apple,Apr/23,INK782200477,,Bhand (feat. Ron Likhari),Miki Malang,,Dhakad Records,Apple,IN,84,8.050847394,17
Apple,Apr/23,INK782200477,,Bhand (feat. Ron Likhari),Miki Malang,,Dhakad Records,Apple,IN,1,0.0575060526,17
Apple,Apr/23,INK782200490,,VISHKANYA (feat. Babbal Ramrai Ala   Jatin Sain),Sahil Frain Ala,,Dhakad Records,Apple,IN,2,0.1725181584,17
Apple,Apr/23,INK782201337,,Cctv,Senu Bhiwani Ala  Sahil Frain Ala,,Dhakad Records,Apple,IN,10,0.9200968452,17
Apple,Apr/23,INK782201337,,Cctv,Senu Bhiwani Ala  Sahil Frain Ala,,Dhakad Records,Apple,IN,11,1.035108951,17
Apple,Apr/23,INK782200025,,Splendor (feat. Sahil Frain Ala),Senu Bhiwani Ala,,Dhakad Records,Apple,IN,2,0.1738989972,17
Apple,Apr/23,INK782200025,,Splendor (feat. Sahil Frain Ala),Senu Bhiwani Ala,,Dhakad Records,Apple,IN,36,3.4779799458,17
Apple,Apr/23,INK782200477,,Bhand (feat. Ron Likhari),Miki Malang,,Dhakad Records,Apple,IN,54,5.2169699184,17
Apple,Apr/23,INK782200477,,Bhand (feat. Ron Likhari),Miki Malang,,Dhakad Records,Apple,IN,1,0.1159326648,17
Apple,Apr/23,INK782200490,,VISHKANYA (feat. Babbal Ramrai Ala   Jatin Sain),Sahil Frain Ala,,Dhakad Records,Apple,IN,2,0.2318653296,17
Apple,Apr/23,INK782200732,,Pehla Tanki Kari Full,Senu Bhiwani Ala  Sahil Frain Ala,,Dhakad Records,Apple,IN,3,0.289831662,17
Apple,Apr/23,INK782200924,,Level Up (feat. R Jay),Sahil Frain Ala,,Dhakad Records,Apple,IN,1,0.1159326648,17
Apple,Apr/23,INK782201152,,Theke Bharose (feat. Sahil Frain Ala),Baggi Daulatpuria,,Dhakad Records,Apple,IN,1,0.1159326648,17
Apple,Apr/23,INK782201337,,Cctv,Senu Bhiwani Ala  Sahil Frain Ala,,Dhakad Records,Apple,IN,23,2.2027206324,17
Apple,Apr/23,INK782200025,,Splendor (feat. Sahil Frain Ala),Senu Bhiwani Ala,,Dhakad Records,Apple,IN,5,0.5786849724,17
Apple,Apr/23,INK782200477,,Bhand (feat. Ron Likhari),Miki Malang,,Dhakad Records,Apple,IN,7,0.7956918366,17
Apple,Apr/23,INK782200025,,Splendor (feat. Sahil Frain Ala),Senu Bhiwani Ala,,Dhakad Records,Apple,US,1,0.11526165,17
Apple,Apr/23,INK782200585,,Shree Krishna Govind,Dinesh Thukran,,DT In Mood,Apple,IN,1,0.0469949592,1
Apple,Apr/23,INK782200585,,Shree Krishna Govind,Dinesh Thukran,,DT In Mood,Apple,MU,2,0.6351327654,1
Apple,Apr/23,INK782201330,,Happy Birthday Yaara,Amit Pandit,,F O Amit Pandit,Apple,CA,1,0.1608771378,96
Apple,Apr/23,INK782200856,,Chandigarh,Harry Dhaliwal,,Harry Dhaliwal Music,Apple,IN,1,0.0575060526,39
Apple,Apr/23,INK782200436,,Na Samajh (Featuring. Rawat) (feat. Rawat),Christ.,,HighHill Records,Apple,US,1,0.1316265048,45
Apple,Apr/23,INK782200535,,High Main Bhai,Kaaj,,HR Stuff Music,Apple,CA,1,0.1300807458,37
Apple,Apr/23,INK782200535,,High Main Bhai,Kaaj,,HR Stuff Music,Apple,CA,1,0.3037278732,37
Apple,Apr/23,INK782200894,,Hisar Ka,PSL,,HR Stuff Music,Apple,IN,14,0.5639395128,37
Apple,Apr/23,INK782200423,,Shiv Rudrashtakam,Rahul Hisariya,,HR Stuff Music,Apple,IN,1,0.0326478588,37
Apple,Apr/23,INK782200796,,Khatu Aale (khatu Shyam Bhajan),Rahul Hisariya,,HR Stuff Music,Apple,IN,1,0.0482581482,37
Apple,Apr/23,INK782200423,,Shiv Rudrashtakam,Rahul Hisariya,,HR Stuff Music,Apple,IN,1,0.0523082988,37
Apple,Apr/23,INK782200401,,Shiv Shiv Shiv Shambhu,Rahul Hisariya  K.deep,,HR Stuff Music,Apple,IN,2,0.2300242116,37
Apple,Apr/23,INK782200423,,Shiv Rudrashtakam,Rahul Hisariya,,HR Stuff Music,Apple,IN,3,0.2875302642,37
Apple,Apr/23,INK782200536,,Meethi Meethi Baatan,Rahul Hisariya,,HR Stuff Music,Apple,IN,1,0.0575060526,37
Apple,Apr/23,INK782200796,,Khatu Aale (khatu Shyam Bhajan),Rahul Hisariya,,HR Stuff Music,Apple,IN,1,0.0575060526,37
Apple,Apr/23,INK782200796,,Khatu Aale (khatu Shyam Bhajan),Rahul Hisariya,,HR Stuff Music,Apple,US,1,0.11526165,37
Apple,Apr/23,INK782200535,,High Main Bhai,Kaaj,,HR Stuff Music,Apple,US,1,0.2426716248,37
Apple,Apr/23,INK782200796,,Khatu Aale (khatu Shyam Bhajan),Rahul Hisariya,,HR Stuff Music,Apple,US,4,1.4560297482,37
Apple,Apr/23,INK782201385,,Neet Neet Peg,Meet Amit,,INK Records,Apple,IN,2,0.1738989972,18
Apple,Apr/23,INK782300186,,Blur,Sahil Nidawli,,Iomupadhyay,Apple,IN,2,0.0979435758,114
Apple,Apr/23,INK782201570,,Reggaeton Type Beat,Jatin Saroha,,Jatin Saroha,Apple,JP,1,0.0960898038,103
Apple,Apr/23,INK782300011,,Bhai Ka Byah,Rahul Puthi,,Jems Entertainments,Apple,CA,1,0.3037278732,70
Apple,Apr/23,INK782200218,,Gamma Ale Yaar,Rohit Kailashpuriya,,Kartik Soni Productions,Apple,AU,1,0.2178867144,10
Apple,Apr/23,INK782200248,,Syl Reply and Truth,Kartik Soni,,Kartik Soni Productions,Apple,CA,1,0.1690091172,10
Apple,Apr/23,INK782200462,,DAKU (feat. Nitin Verma Mulodi),Chaman Prajapati,,Kartik Soni Productions,Apple,IN,1,0.0579663324,10
Apple,Apr/23,INK782200839,,Legend Hanuman,Kartik Soni,,Kartik Soni Productions,Apple,US,1,0.1324226328,10
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,AU,1,0.2553279792,34
Apple,Apr/23,INK782201577,,Budget,Muskan Lohan  Aakash saini,,Link Music Haryanvi,Apple,AU,1,0.2553279792,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,AU,14,5.01139443,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,AU,4,2.3873585718,34
Apple,Apr/23,INK782201577,,Budget,Muskan Lohan  Aakash saini,,Link Music Haryanvi,Apple,AU,1,0.682102449,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,CA,5,1.1707267098,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,CA,1,0.1608771378,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,CA,2,0.507027351,34
Apple,Apr/23,INK782201577,,Budget,Muskan Lohan  Aakash saini,,Link Music Haryanvi,Apple,CA,1,0.1690091172,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,CA,2,0.6393034218,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,CA,1,0.2260875708,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,CA,17,8.80810833,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,CA,1,0.3144880584,34
Apple,Apr/23,INK782201577,,Budget,Muskan Lohan  Aakash saini,,Link Music Haryanvi,Apple,CA,1,0.3144880584,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,IE,1,0.3660116916,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,DE,1,0.258175407,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,PT,1,0.3279305934,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,DE,1,0.9102465318,34
Apple,Apr/23,INK782200272,,Teri Meri Jodi,R. Deep,,Link Music Haryanvi,Apple,GB,1,0.5958716316,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,IN,1,0.0128579004,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,IN,2,0.0704924394,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,IN,45,1.7623109778,34
Apple,Apr/23,INK782201577,,Budget,Muskan Lohan  Aakash saini,,Link Music Haryanvi,Apple,IN,3,0.1174873986,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,IN,2,0.1305914346,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,IN,67,3.6565601724,34
Apple,Apr/23,INK782201600,,Gundagardi,Gurnain  Bunty King Haryana,,Link Music Haryanvi,Apple,IN,1,0.0652957176,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,IN,2,0.1081512564,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,IN,42,3.378070377,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,IN,13,1.0984742808,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,IN,15,1.4308013076,34
Apple,Apr/23,INK782200373,,Ek Mulakat (feat. Mohit Sharma & Vandna),Shooda AlaAS),,Link Music Haryanvi,Apple,IN,1,0.0575060526,34
Apple,Apr/23,INK782200074,,It's Ok,Harsh Mudgil,,Link Music Haryanvi,Apple,IN,2,0.1725181584,34
Apple,Apr/23,INK782200498,,????? ???? ?? ?????? ?????? ????,Pooja Diwakar,,Link Music Haryanvi,Apple,IN,1,0.0575060526,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,IN,22,2.070217902,34
Apple,Apr/23,INK782201577,,Budget,Muskan Lohan  Aakash saini,,Link Music Haryanvi,Apple,IN,10,0.9200968452,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,IN,13,1.217292981,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,IN,128,12.404795142,34
Apple,Apr/23,INK782201577,,Budget,Muskan Lohan  Aakash saini,,Link Music Haryanvi,Apple,IN,2,0.1738989972,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,IN,37,4.484808534,34
Apple,Apr/23,INK782201577,,Budget,Muskan Lohan  Aakash saini,,Link Music Haryanvi,Apple,IN,1,0.0723356214,34
Apple,Apr/23,INK782201600,,Gundagardi,Gurnain  Bunty King Haryana,,Link Music Haryanvi,Apple,MX,1,0.095574246,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,SG,1,0.463213071,34
Apple,Apr/23,INK782201600,,Gundagardi,Gurnain  Bunty King Haryana,,Link Music Haryanvi,Apple,UA,1,0.1504217472,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,US,1,0.11526165,34
Apple,Apr/23,INK782201577,,Budget,Muskan Lohan  Aakash saini,,Link Music Haryanvi,Apple,US,1,0.1316265048,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,US,3,0.7448220216,34
Apple,Apr/23,INK782200072,,Shooter,Iqbal Sandhu,,Link Music Haryanvi,Apple,US,1,0.4853432496,34
Apple,Apr/23,INK782201463,,Sipahi Billo (feat. Anjali Raghav),Jonga,,Link Music Haryanvi,Apple,US,1,0.4853432496,34
Apple,Apr/23,INK782201654,,Takdeer,Sandeep Matnora  Gyaninder Sardhana,,Matnora Wala Official,Apple,GB,1,0.259721574,59
Apple,Apr/23,INK782300114,,Dekh Aakhbaar,Harendra Nagar,,Matnora Wala Official,Apple,IN,1,0.0234974796,59
Apple,Apr/23,INK782300176,,Hukum Ka Ikka,Sandeep Nagar  Gyanender Sardhana,,Matnora Wala Official,Apple,IN,1,0.0482581482,59
Apple,Apr/23,INK782300114,,Dekh Aakhbaar,Harendra Nagar,,Matnora Wala Official,Apple,IN,1,0.0523082988,59
Apple,Apr/23,INK782200738,,Matlab Ka Sansar (feat. Adesh Kallu),Sandeep Matnora  Mahesh Nagar,,Mantora Wala Official,Apple,IN,2,0.2300242116,59
Apple,Apr/23,INK782200738,,Matlab Ka Sansar (feat. Adesh Kallu),Sandeep Matnora  Mahesh Nagar,,Mantora Wala Official,Apple,IN,16,1.5650909754,59
Apple,Apr/23,INK782300114,,Dekh Aakhbaar,Harendra Nagar,,Matnora Wala Official,Apple,IN,1,0.0723356214,59
Apple,Apr/23,INK782200746,,Kali Car,Sachu Prajapati,,Mavi Haryana,Apple,IN,1,0.0652957176,36
Apple,Apr/23,INK782200746,,Kali Car,Sachu Prajapati,,Mavi Haryana,Apple,IN,1,0.0482581482,36
Apple,Apr/23,INK782200746,,Kali Car,Sachu Prajapati,,Mavi Haryana,Apple,IN,2,0.1716961572,36
Apple,Apr/23,INK782200746,,Kali Car,Sachu Prajapati,,Mavi Haryana,Apple,IN,4,0.3450363168,36
Apple,Apr/23,INK782200746,,Kali Car,Sachu Prajapati,,Mavi Haryana,Apple,IN,2,0.1738989972,36
Apple,Apr/23,INK782200746,,Kali Car,Sachu Prajapati,,Mavi Haryana,Apple,IN,1,0.0624556068,36
Apple,Apr/23,INK782201647,,Gujjar Baaghi,M.G. Gujjar,,MG Gujjar,Apple,IN,1,0.0326478588,108
Apple,Apr/23,INK782300130,,Gurjar ka Sikka,Mahesh Nagar,,MG Gujjar,Apple,IN,1,0.0326478588,108
Apple,Apr/23,INK782300130,,Gurjar ka Sikka,Mahesh Nagar,,MG Gujjar,Apple,IN,1,0.0426496518,108
Apple,Apr/23,INK782201647,,Gujjar Baaghi,M.G. Gujjar,,MG Gujjar,Apple,IN,2,0.228928209,108
Apple,Apr/23,INK782201647,,Gujjar Baaghi,M.G. Gujjar,,MG Gujjar,Apple,IN,3,0.2875302642,108
Apple,Apr/23,INK782300130,,Gurjar ka Sikka,Mahesh Nagar,,MG Gujjar,Apple,IN,1,0.0575060526,108
Apple,Apr/23,INK782201647,,Gujjar Baaghi,M.G. Gujjar,,MG Gujjar,Apple,IN,1,0.1159326648,108
Apple,Apr/23,TCAGF2234045,,Sooraj (feat. Ron likhari),Miki Malang,,Miki Malang,Apple,AU,1,0.2553279792,67
Apple,Apr/23,TCAFY2105869,,Bhyani Te Hisar,Miki Malang  D.N.A Sargna,,Miki Malang,Apple,AU,1,0.1276639896,67
Apple,Apr/23,TCAFT2137100,,Bhand (???) (feat. Ron Likhari),Miki Malang,,Miki Malang,Apple,AU,1,0.1276639896,67
Apple,Apr/23,TCAGF2234045,,Sooraj (feat. Ron likhari),Miki Malang,,Miki Malang,Apple,AU,3,1.089433572,67
Apple,Apr/23,TCAFY2105869,,Bhyani Te Hisar,Miki Malang  D.N.A Sargna,,Miki Malang,Apple,AU,1,0.2178867144,67
Apple,Apr/23,TCAFT2137100,,Bhand (???) (feat. Ron Likhari),Miki Malang,,Miki Malang,Apple,AU,2,0.8715468576,67
Apple,Apr/23,TCAFT2137100,,Bhand (???) (feat. Ron Likhari),Miki Malang,,Miki Malang,Apple,AU,1,0.5970552918,67
Apple,Apr/23,TCAGF2234045,,Sooraj (feat. Ron likhari),Miki Malang,,Miki Malang,Apple,AU,2,1.0231536738,67
Apple,Apr/23,TCAFY2105869,,Bhyani Te Hisar,Miki Malang  D.N.A Sargna,,Miki Malang,Apple,CA,1,0.1300807458,67
Apple,Apr/23,TCAFT2137100,,Bhand (???) (feat. Ron Likhari),Miki Malang,,Miki Malang,Apple,CA,7,1.4308882008,67
Apple,Apr/23,TCAFT2137100,,Bhand (???) (feat. Ron Likhari),Miki Malang,,Miki Malang,Apple,CA,3,0.704668455,67
Apple,Apr/23,TCAFT2137100,,Bhand (???) (feat. Ron Likhari),Miki Malang,,Miki Malang,Apple,CA,1,0.1478907072,67
Apple,Apr/23,TCAFT2137100,,Bhand (???) (feat. Ron Likhari),Miki Malang,,Miki Malang,Apple,CA,1,0.1608771378,67
Apple,Apr/23,TCAFT2137100,,Bhand (???) (feat. Ron Likhari),Miki Malang,,Miki Malang,Apple,CA,2,0.507027351,67
Apple,Apr/23,TCAFT2137100,,Bhand (???) (feat. Ron Likhari),Miki Malang,,Miki Malang,Apple,CA,1,0.426202281,67
Apple,Apr/23,TCAGF2234045,,Sooraj (feat. Ron likhari),Miki Malang,,Miki Malang,Apple,CA,1,0.3037278732,67
Apple,Apr/23,TCAFY2105869,,Bhyani Te Hisar,Miki Malang  D.N.A Sargna,,Miki Malang,Apple,CA,1,0.607455747,67
Apple,Apr/23,TCAFT2137100,,Bhand (???) (feat. Ron Likhari),Miki Malang,,Miki Malang,Apple,CA,4,1.8223672404,67
Apple,Apr/23,TCAFT2137100,,Bhand (???) (feat. Ron Likhari),Miki Malang,,Miki Malang,Apple,GB,1,0.8609520438,67
Apple,Apr/23,TCAFT2137100,,Bhand (???) (feat. Ron Likhari),Miki Malang,,Miki Malang,Apple,GB,1,0.7954493472,67
Apple,Apr/23,TCAGF2234045,,Sooraj (feat. Ron likhari),Miki Malang,,Miki Malang,Apple,IN,1,0.0234974796,67
Apple,Apr/23,TCAFT2137100,,Bhand (???) (feat. Ron Likhari),Miki Malang,,Miki Malang,Apple,IN,2,0.0704924394,67
Apple,Apr/23,TCAFY2105869,,Bhyani Te Hisar,Miki Malang  D.N.A Sargna,,Miki Malang,Apple,IN,1,0.0326478588,67
Apple,Apr/23,TCAFT2137100,,Bhand (???) (feat. Ron Likhari),Miki Malang,,Miki Malang,Apple,IN,11,0.6203093148,67
Apple,Apr/23,TCAFY2105869,,Bhyani Te Hisar,Miki Malang  D.N.A Sargna,,Miki Malang,Apple,IN,1,0.0721008378,67
Apple,Apr/23,TCAFT2137100,,Bhand (???) (feat. Ron Likhari),Miki Malang,,Miki Malang,Apple,IN,1,0.0360504186,67
Apple,Apr/23,TCAFT2137100,,Bhand (???) (feat. Ron Likhari),Miki Malang,,Miki Malang,Apple,IN,1,0.0426496518,67
Apple,Apr/23,TCAGF2234045,,Sooraj (feat. Ron likhari),Miki Malang,,Miki Malang,Apple,IN,1,0.0482581482,67
Apple,Apr/23,TCAFT2137100,,Bhand (???) (feat. Ron Likhari),Miki Malang,,Miki Malang,Apple,IN,3,0.241290741,67
Apple,Apr/23,TCAGF2234045,,Sooraj (feat. Ron likhari),Miki Malang,,Miki Malang,Apple,IN,1,0.1144641048,67
Apple,Apr/23,TCAFY2105869,,Bhyani Te Hisar,Miki Malang  D.N.A Sargna,,Miki Malang,Apple,IN,2,0.1716961572,67
Apple,Apr/23,TCAFT2137100,,Bhand (???) (feat. Ron Likhari),Miki Malang,,Miki Malang,Apple,IN,1,0.1144641048,67
Apple,Apr/23,TCAGF2234045,,Sooraj (feat. Ron likhari),Miki Malang,,Miki Malang,Apple,IN,2,0.2300242116,67
Apple,Apr/23,TCAFY2105869,,Bhyani Te Hisar,Miki Malang  D.N.A Sargna,,Miki Malang,Apple,IN,5,0.5175544758,67
Apple,Apr/23,TCAFT2137100,,Bhand (???) (feat. Ron Likhari),Miki Malang,,Miki Malang,Apple,IN,15,1.437651321,67
Apple,Apr/23,TCAFY2105869,,Bhyani Te Hisar,Miki Malang  D.N.A Sargna,,Miki Malang,Apple,IN,3,0.289831662,67
Apple,Apr/23,TCAFT2137100,,Bhand (???) (feat. Ron Likhari),Miki Malang,,Miki Malang,Apple,IN,9,0.8694949866,67
Apple,Apr/23,TCAFT2137100,,Bhand (???) (feat. Ron Likhari),Miki Malang,,Miki Malang,Apple,IN,1,0.0624556068,67
Apple,Apr/23,TCAFY2105869,,Bhyani Te Hisar,Miki Malang  D.N.A Sargna,,Miki Malang,Apple,IN,1,0.0723356214,67
Apple,Apr/23,TCAFY2105869,,Bhyani Te Hisar,Miki Malang  D.N.A Sargna,,Miki Malang,Apple,IN,1,0.0723356214,67
